Stadt,Anzahl_Firmen,lat,lon
Mallersdorf,2,0,0
Braga (Portugal),2,0,0
Bad Wiessee,2,0,0
Hellenthal,2,0,0
Elmhurst (USA),2,0,0
St. Niklaas (Belgien),2,0,0
Messina (Italien),3,0,0
Kirchheim (Neckar),2,0,0
Tel-Aviv (Israel),5,0,0
San José de la Mariquina (Chile),2,0,0
später Prag (Tschechien),2,0,0
Bilbao (Spanien),6,0,0
Meilen-Zürich (Schweiz),2,0,0
Danzig und Leipzig,3,0,0
Uedem,2,0,0
México D.F. (Mexiko),6,0,0
Mulhouse (Frankreich),2,0,0
Swakopmund (Namibia),3,0,0
Grieskirchen (Österreich),2,0,0
Zwettel (Österreich),2,0,0
Piräus (Griechenland),2,0,0
Rodaun-Wienerwald (Österreich),2,0,0
Wegscheid,2,0,0
Athen und Thessaloniki (Griechenland),2,0,0
Santpoort (Niederlande),2,0,0
Pörtschach am Wörtersee (Österreich),2,0,0
später Oederan,2,0,0
Comodoro Rivadavia (Argentinien),2,0,0
Engen i. Hegau,2,0,0
Mailand und Genua (Italien),2,0,0
Kalkutta (Indien),5,0,0
Oedt,2,0,0
Seckau (Österreich),2,0,0
Keetmanshoop (Namibia),2,0,0
Otjiwarongo (Namibia),2,0,0
später Murten (Schweiz),2,0,0
Rotholz (Österreich),2,0,0
Stoob (Österreich),2,0,0
Pöchlarn (Österreich),2,0,0
Deggendorf (Donau),2,0,0
Kapfenberg (Österreich),3,0,0
Kremsmünster (Österreich),2,0,0
Lima und Callao (Peru),2,0,0
Götzis (Österreich),2,0,0
Braunau (Österreich),2,0,0
Amstetten (Österreich),4,0,0
Bad Aussee (Österreich),3,0,0
Deutschlandsberg (Österreich),2,0,0
Eggenburg (Österreich),2,0,0
Eisenerz (Österreich),2,0,0
Gallneukirchen (Österreich),2,0,0
Hartberg (Österreich),3,0,0
Bad Ischl (Österreich),2,0,0
Laa an der Thaya (Österreich),3,0,0
Mariazell (Österreich),2,0,0
Mistelbach (Österreich),2,0,0
Oberschützen (Österreich),2,0,0
Rattenberg (Österreich),2,0,0
Rottenmann (Österreich),2,0,0
Semmering (Österreich),2,0,0
Vöcklabruck (Österreich),3,0,0
Völkermarkt (Österreich),3,0,0
Waidhofen (Österreich),3,0,0
Bilthoven (Niederlande),4,0,0
Wolkersdorf (Österreich),2,0,0
Brusque (Brasilien),2,0,0
Reading (USA),2,0,0
Jalapa (Guatemala),2,0,0
Santa Cruz de Tenerife (Spanien),2,0,0
Douglaston (USA),2,0,0
Ithaca (USA),2,0,0
Tsumeb (Namibia),2,0,0
Nossen,5,0,0
Leutenberg,3,0,0
Murten und Basel (Schweiz),2,0,0
Hergiswil (Schweiz),2,0,0
Wiedlisbach (Schweiz),2,0,0
später Druxberge,2,0,0
Bydgoszcz (Polen),2,0,0
Kud.Naumiestis (Litauen),2,0,0
Hischegg,2,0,0
Klausberg,2,0,0
später Weidenau (Sieg),2,0,0
Vieselbach,3,0,0
Predlitz,2,0,0
Clarkson (Südafrika),2,0,0
Las Palmas (Spanien),2,0,0
Rice Lake (USA),2,0,0
Jaffa (Israel),2,0,0
später Trivandrum (Indien),2,0,0
Ramat Gan (Israel),2,0,0
Borgerhout-Antwerpen (Belgien),2,0,0
Root (Schweiz),2,0,0
Wetzikon (Schweiz),2,0,0
Donauwörth und Basel (Schweiz),2,0,0
Dietikon (Schweiz),2,0,0
Pfäffikon (Schweiz),2,0,0
Oerlikon (Schweiz),2,0,0
Arlesheim (Schweiz),3,0,0
Muri (Schweiz),3,0,0
Frutigen (Schweiz),3,0,0
Lyss (Schweiz),2,0,0
Ascona (Schweiz),2,0,0
später Mülheim,2,0,0
Zeuthen,2,0,0
Irak),2,0,0
Stein a. Rh. (Schweiz),2,0,0
San Antonio (USA),2,0,0
Ancón (Panama),2,0,0
Bochum-Laer,2,0,0
Düdelingen (Luxemburg),3,0,0
Freiburg (Schweiz) und Konstanz,2,0,0
Derendingen (Schweiz),2,0,0
Steinhausen (Schweiz),2,0,0
Stein (Schweiz),2,0,0
Berlin und Solothurn (Schweiz),2,0,0
Leseyn (Schweiz),2,0,0
Zürich-Wittkon (Schweiz),2,0,0
La Chaux de Fonds (Schweiz),2,0,0
später Laer,2,0,0
später Frankenberg,2,0,0
Hudiksvall (Schweden),2,0,0
Ostorf,2,0,0
Flatow,3,0,0
Valletta (Malta),2,0,0
Berchem-Antwerpen (Belgien),2,0,0
Wertach,2,0,0
später Überlingen,3,0,0
Leipzig und Paris (Frankreich),3,0,0
später Naumburg,3,0,0
Liesing (Österreich),2,0,0
Hachenburg,2,0,0
Lindenthal,3,0,0
Chrudim (Tschechien),3,0,0
Plovdiv (Bulgarien),3,0,0
(Bulgarien),2,0,0
später Marktredwitz,2,0,0
Oravita (Rumänien),3,0,0
Sülzhayn,2,0,0
Neustadt-Gleve,2,0,0
Metz (Frankreich),11,0,0
Esch-Alzette (Luxemburg),7,0,0
Lublin (Polen),3,0,0
Tlumacz (Polen),3,0,0
Prykowice (Polen),2,0,0
Wadowice (Polen),2,0,0
Zelewo (Polen),2,0,0
Wielkie-Hajduki (Polen),2,0,0
Lisieux (Frankreich),2,0,0
Chiasso (Schweiz),2,0,0
Rybnik (Polen),4,0,0
Neumittelwalde,2,0,0
Skala (Polen),3,0,0
Brody (Polen),2,0,0
Randers (Dänemark),2,0,0
Przemysl (Polen),3,0,0
Königshütte (Królewska Huta),2,0,0
Drohobycz-Zawale (Polen),2,0,0
Zawadzki (Polen),2,0,0
Danzig-Oliva,2,0,0
später Brunsbüttelkoog,2,0,0
Tielt (Belgien),2,0,0
Sortavala (Finnland),2,0,0
Ronco (Schweiz),2,0,0
Untertürkheim,2,0,0
Dubrovnik (Jugoslavien),3,0,0
Novo Mesto (Jugoslavien),2,0,0
Portland (USA),2,0,0
Ujpest (Ungarn),2,0,0
Sargans (Schweiz),2,0,0
Schlangenbad,2,0,0
Deventer (Niederlande),2,0,0
Novi Sad (Jugoslavien),4,0,0
Pécs (Ungarn),2,0,0
Havanna (Kuba),3,0,0
Wandsbek-Tonndorf,2,0,0
Lichtenfels (Rhein),2,0,0
Apatin (Jugoslavien),2,0,0
Sombor (Jugoslavien),2,0,0
Esch a.d. Alzette (Luxemburg),2,0,0
s'Hertogenbosch (Niederlande),2,0,0
Sankt Ibb (Schweden),2,0,0
Havana (Kuba),12,0,0
später Rom (Italien),2,0,0
Guatemala-Stadt (Guatemala),3,0,0
Brügge (Belgien),3,0,0
Montlucon (Frankreich),2,0,0
Schnaittach,2,0,0
Pittsburgh (USA),2,0,0
Buffalo (USA),2,0,0
Trujillo (Dominikanische Republik),2,0,0
Pritzerbe,2,0,0
Lüderitzbucht (Namibia),2,0,0
Odersbach,2,0,0
Lomza (Polen),2,0,0
Rustschuk (Bulgarien),2,0,0
Lauchhammer,3,0,0
Petrovgrad (Jugoslavien),2,0,0
Vukovar (Jugoslavien),2,0,0
Lorzendorf,2,0,0
Subotica (Jugoslavien),2,0,0
Bublitz,2,0,0
Bad Salzig und Düsseldorf,2,0,0
später Haan,2,0,0
Northampton (USA),2,0,0
Reutte (Österreich),2,0,0
Wiecbork (Polen),2,0,0
Prilly (Schweiz),2,0,0
Atlanta,2,33.83001385,-84.39994938
Mettlach,2,0,0
Penzlin,3,0,0
Zirndorf,2,0,0
später Lage,2,0,0
Großpurtschin,2,0,0
Bad Krozingen,2,0,0
Oberägeri (Schweiz),2,0,0
Waldhaus-Flint (Schweiz),2,0,0
Hermeskeil,2,0,0
Russe und Warna (Bulgarien),2,0,0
Adersheim,2,0,0
Gehering,2,0,0
Mühldorf,4,0,0
Wiesbaden-Bierstadt,2,0,0
Taubenheim,2,0,0
Cunewalde,2,0,0
Santo André (Brasilien),2,0,0
später Mainz,3,0,0
San Sebastian (Spanien),2,0,0
Großjena,2,0,0
Neukirch,2,0,0
Adelaide (Australien),3,0,0
North Adelaide (Australien),2,0,0
Melbourne und Sydney (Australien),2,0,0
Ijuhy (Brasilien),2,0,0
Reigate (Großbritannien),2,0,0
Manila (Philippinen),3,0,0
Semarang (Indonesien),3,0,0
Algier (Algerien),2,0,0
Schwarzheide,3,0,0
St. Vith,2,0,0
Lüttich (Belgien),7,0,0
Asunción (Paraguay),2,0,0
Berlin-Wilmersdorf,2,0,0
Oakland (USA),2,0,0
Athen und Saloniki (Griechenland),2,0,0
s' Hertogenbosch (Niederlande),2,0,0
Homburg v.d.H.,2,0,0
Susak (Jugoslavien) und Fiume (Italien),2,0,0
Boulogne (Frankreich),2,0,0
Woldenberg,2,0,0
Salamanca (Spanien),2,0,0
später Chur (Schweiz),2,0,0
Frankenhausen,2,0,0
Naila,2,0,0
Maria Laach,2,0,0
Spenge,2,0,0
Antwerpen (Niederlande),4,0,0
Aulendorf,2,0,0
North Cohocton (USA),2,0,0
Norresundby (Dänemark),3,0,0
Charlottenlund (Dänemark),3,0,0
später Haldensleben,2,0,0
Jesenice (Jugoslavien),2,0,0
Voorburg (Niederlande),6,0,0
später Schwäb. Gmünd,2,0,0
Scheeßel,2,0,0
später Gera,2,0,0
Limburg und Darmstadt.,2,0,0
Verkehrsverlag A.-G. Zürich (Schweiz),2,0,0
Letzi-Verlag A.-G. Zürich (Schweiz),2,0,0
Emmenbrücke (Schweiz),2,0,0
s'Gravenhage (Niederlande),2,0,0
Valladolid (Spanien),3,0,0
Rolle (Schweiz),3,0,0
Witten (Ruhr),4,0,0
Waldkirchen,3,0,0
später Brand-Erbisdorf,2,0,0
Limpertsberg (Luxemburg),2,0,0
Auxerre (Frankreich),2,0,0
Minsk (Weißrussland),2,0,0
Wald (Schweiz),2,0,0
Trzic (Jugoslavien),2,0,0
o. O. (Italien),4,0,0
Leipzig und Kassel,2,0,0
Moshi (Tansania),2,0,0
Fichtelberg,2,0,0
Karlovac (Jugoslavien),2,0,0
Trabzon (Türkei),2,0,0
Karlsfeld,2,0,0
Cadiz (Spanien),2,0,0
Exeter (Großbritannien),3,0,0
Ilfracome (Großbritannien),2,0,0
Krailling,2,0,0
Glasgow und Edinburgh (Großbritannien),2,0,0
Barnstaple (Großbritannien),2,0,0
Bath (Großbritannien),2,0,0
Hull (Großbritannien),2,0,0
Bradford on Avon (Großbritannien),2,0,0
Clichy (Frankreich),2,0,0
Gnoien,2,0,0
Rüsselsheim,2,0,0
später Heiligenhafen,2,0,0
Frankenberg (Eder),2,0,0
Neuchatel (Schweiz),2,0,0
später Naundorf,2,0,0
Schöneck,3,0,0
Rasun-Valdaora (Italien),2,0,0
Den Dolder (Niederlande),2,0,0
Wiesdorf,2,0,0
Königslutter,4,0,0
Metz und Nancy (Frankreich),2,0,0
Riehen-Basel (Schweiz),2,0,0
Wildschütz,2,0,0
Engelsdorf,2,0,0
Wettingen (Schweiz),2,0,0
Bremen-Horn,2,0,0
Rendsburg-Büdelsdorf,2,0,0
Markneukirchen und Bad Elster,2,0,0
Schiltigheim (Frankreich),2,0,0
Berlin-Neukölln,2,0,0
Pasadena (USA),2,0,0
Willisau (Schweiz),2,0,0
Sherborne (Großbritannien),2,0,0
Plymouth (Großbritannien),2,0,0
Yeovil (Großbritannien),2,0,0
Torquay (Großbritannien),2,0,0
's Hertogenbosch (Niederlande),2,0,0
Nis (Jugoslavien),2,0,0
Lana (Italien),2,0,0
Rom und Mailand (Italien),2,0,0
Mailand und Cadorago (Italien),2,0,0
Pola (Italien),2,0,0
Città del Vaticano,2,0,0
Brunico (Italien),2,0,0
Miskolc (Ungarn),2,0,0
Pécs und Budapest (Ungarn),3,0,0
"Papier- und Schreibwarenhandlung ""Danubia"" Budapest (Ungarn)",2,0,0
Brunssum (Niederlande),2,0,0
's Gravenhage (Niederlande),2,0,0
Pegau,2,0,0
Assen (Niederlande),2,0,0
Blerick (Niederlande),2,0,0
später Allensbach,2,0,0
Pancevo (Jugoslavien),2,0,0
Semlin (Jugoslavien),2,0,0
später Borna,2,0,0
Kampen (Niederlande),2,0,0
Banz,2,0,0
Männedorf (Schweiz),2,0,0
Zürich und Baden (Schweiz),2,0,0
Moutier (Schweiz),2,0,0
Casablanca (Marokko),2,0,0
später Hanstedt,2,0,0
London und Edinburgh (Großbritannien),2,0,0
Dommeldingen (Luxemburg),2,0,0
Kappel,2,0,0
Turc Sv. Martin (Slovakei),2,0,0
Natal (Brasilien),2,0,0
Brunnen (Schweiz),2,0,0
Bad Kunnersdorf,2,0,0
Nikosia (Zypern),2,0,0
Zwenkau,5,0,0
Bad Essen,2,0,0
Triebes,3,0,0
Gerdauen,2,0,0
Vancouver (Kanada),2,0,0
Monte Carlo (Monaco),2,0,0
Breslau und Leipzig,2,0,0
später Kaunas (Litauen),2,0,0
Brieg,3,0,0
Lauffen,2,0,0
Wupppertal-Barmen,2,0,0
New Jersey (USA),2,0,0
Khurja (Indien),2,0,0
Liezen (Österreich),2,0,0
Remscheid-Lennep,2,0,0
Krefeld und Dortmund,2,0,0
Hongkong,2,0,0
Geisa,2,0,0
Friedenau,2,0,0
Zürich und Leipzig,2,0,0
Syrien),2,0,0
Rexingen,2,0,0
Sachsenhausen,2,0,0
Arzberg,2,0,0
Newcastle-on-Tyne (Großbritannien),2,0,0
A. (H Schreck) Metz (Frankreich),2,0,0
Tanga (Tansania),2,0,0
Modena (Italien),2,0,0
Uerdingen,2,0,0
Zell,2,0,0
Lenzburg (Schweiz),3,0,0
Wellington (Neuseeland),2,0,0
Port Elizabeth (Südafrika),2,0,0
Durban (Südafrika),6,0,0
Payerne (Schweiz),3,0,0
Massagno (Schweiz),3,0,0
Melbourne und Adelaide (Australien),2,0,0
Wörgl (Österreich),2,0,0
Launceston (Tasmanien Australien),2,0,0
Hobart (Tasmanien Australien),2,0,0
Brisbane (Australien),2,0,0
Kunming (China),2,0,0
Assens (Dänemark),2,0,0
Hirungilo,2,0,0
Nagoya (Japan),2,0,0
Split (Jugoslavien),5,0,0
Mürzzuschlag (Österreich),3,0,0
Schwanden (Schweiz),2,0,0
Syracuse (USA),2,0,0
Banjaluka (Jugoslavien),2,0,0
Bergkamen,2,0,0
(Israel),2,0,0
Mondorf-les-Bains (Luxemburg),2,0,0
Echternach (Luxemburg),4,0,0
Dudelange (Luxemburg),2,0,0
Bialystock (Polen),2,0,0
später Crimmitschau,2,0,0
Moorleigh (Südafrika),2,0,0
Akureyri (Island),2,0,0
Ardres-en-Calaisis (Frankreich),2,0,0
Lilienfeld (Österreich),2,0,0
später Wickersdorf (Saale),2,0,0
Worpswede,2,0,0
Anger,2,0,0
Schöngrafenau (Österreich),2,0,0
Annaburg,5,0,0
später Asunción (Paraguay),2,0,0
Oberschönau,2,0,0
Unterstein,2,0,0
Inzell,2,0,0
Bad Teinach,2,0,0
später Essen,3,0,0
Tambach-Dietharz,2,0,0
Grevenmacher (Luxemburg),2,0,0
Berlin-Britz,2,0,0
später Blomberg (Lippe),2,0,0
Schüpfheim (Schweiz),2,0,0
Stäfa(Schweiz),2,0,0
Beerfelden,2,0,0
Stadtoldendorf,2,0,0
Enschede (Niederlande),3,0,0
Ahrensburg,4,0,0
Velten,5,0,0
Kolozsvár (Ungarn),2,0,0
Hamurg,3,0,0
Sucre (Bolivien),2,0,0
Steinau (Oder),2,0,0
Hohen Neuendorf,3,0,0
Dürnkrut (Österreich),2,0,0
Schrems (Österreich),2,0,0
Kranichfeld (Ilm),3,0,0
Sevilla (Spanien),3,0,0
Perg (Österreich),2,0,0
Vevey (Schweiz),3,0,0
Rottach,2,0,0
Markneukirchen,5,0,0
Stuttgart und Ulm,2,0,0
Danzig-Langfuhr und Gotenhafen,2,0,0
Löningen,2,0,0
Scheibbs (Österreich),2,0,0
Schongau,2,0,0
Rheda,2,0,0
Weiz (Österreich),2,0,0
Bergreichenstein,2,0,0
Hummené,2,0,0
Berlin und Hamburg,2,0,0
Zihlbrücke-Thielle (Schweiz),2,0,0
Bischofstein,2,0,0
Frauendorf,2,0,0
später Gruibingen,2,0,0
Fulnek,2,0,0
Nyon (Schweiz),3,0,0
o. O. (Schweden),3,0,0
Pölitz,2,0,0
Hodenhagen (Aller),2,0,0
Fröndenberg (Ruhr),2,0,0
Ilanz (Schweiz),2,0,0
Schönbrunn,2,0,0
später Gaschwitz,2,0,0
Rheinsberg,3,0,0
Bigge (Ruhr),2,0,0
später Emilienhof (über Neuruppin),2,0,0
später Recklinghausen,2,0,0
Aalst (Belgien),2,0,0
Clairefonteine-Eischen (Luxemburg),2,0,0
Redingen (Luxemburg),2,0,0
Volvoarde (Belgien),2,0,0
Bangkok (Thailand),2,0,0
Neuhausen,2,0,0
Locle (Schweiz),2,0,0
Frankfurt (Main) und Berlin,3,0,0
Curitiba (Brasilien),2,0,0
Mogilno (Polen),2,0,0
Niederaltaich,2,0,0
Seebad Heringsdorf,3,0,0
Apatin (Ungarn),2,0,0
Ludwigsstadt,2,0,0
Brüggen,2,0,0
Oberuzwil (Schweiz),2,0,0
Schwartau,2,0,0
Arnstorf,2,0,0
Sauges-St. Aubin (Schweiz),2,0,0
Konitz und Berlin,2,0,0
Weggis (Schweiz),2,0,0
Bremgarten (Schweiz),2,0,0
später Luzern (Schweiz),2,0,0
Sanok (Polen),4,0,0
Mauer bei Wien (Österreich),2,0,0
Carei-mare (Rumänien),3,0,0
Salonta (Rumänien),3,0,0
Baia Mare (Rumänien),2,0,0
Zilina (Slovakei),2,0,0
Fagaras (Rumänien),2,0,0
Moldavien),3,0,0
Satu Mare (Rumänien),2,0,0
Zalau (Rumänien),2,0,0
Jerusalem und Haifa (Israel),2,0,0
Purkersdorf bei Wien (Österreich),3,0,0
Appingedam (Niederlande),4,0,0
Beerta (Niederlande),2,0,0
Bedum (Niederlande),3,0,0
Moskau (Sowjetunion),2,0,0
Zandvoort (Niederlande),2,0,0
Moscice (Polen),2,0,0
Arosa-Dorf (Schweiz),2,0,0
Schotten,2,0,0
später Mettmann,2,0,0
Essen und Freiburg,2,0,0
Skarzysko (Polen),2,0,0
Oude-Pekela (Niederlande),3,0,0
Oostburg (Niederlande),2,0,0
Goes (Niederlande),2,0,0
Delfzijl (Niederlande),4,0,0
Hoogezand (Niederlande),2,0,0
Veendam (Niederlande),5,0,0
Berlingen (Schweiz),2,0,0
Warffum (Niederlande),3,0,0
Haren (Niederlande),2,0,0
's-Hertogenbosch (Niederlande),2,0,0
Hoogkerk (Niederlande),2,0,0
Hoogzand (Niederlande),2,0,0
Loppersum (Niederlande),2,0,0
Leek (Niederlande),2,0,0
Uithuizermeeden (Niederlande),2,0,0
Terneuzen (Niederlande),3,0,0
Neusiedl (Österreich),2,0,0
Radom (Polen),2,0,0
später Bad Wörishofen,2,0,0
Mielec (Polen),2,0,0
später Forchheim,2,0,0
Templin,5,0,0
Lauscha,2,0,0
Thorn,2,0,0
Freudenberg,2,0,0
Schneverdingen,2,0,0
Halle-Trotha (Saale),2,0,0
Sandomierz (Polen),2,0,0
zuletzt Meine,2,0,0
Vöhringen (Iller),2,0,0
Oebisfelde,4,0,0
Samobor (Jugoslavien),2,0,0
Hoyerswerda,4,0,0
Bocso Montana (Rumänien),2,0,0
Düsselsdorf,2,0,0
Gallspach (Österreich),2,0,0
Princeton (USA),2,0,0
Moudon (Schweiz),2,0,0
Muralto (Schweiz),2,0,0
Romont (Schweiz),2,0,0
Seeshaupt,2,0,0
Plock (Polen),2,0,0
Plonsk (Polen),2,0,0
später Schwäbisch Gmünd,2,0,0
Gernsbach,2,0,0
Dahlenburg,2,0,0
später Westerkappeln,2,0,0
Baunschweig,2,0,0
Wilcza (Polen),2,0,0
Dingolfing,2,0,0
Wartenburg,2,0,0
Kaldauen,2,0,0
Türkei),2,0,0
später Bad Rehburg,2,0,0
Borna und Heidelberg,2,0,0
später Porto Alegre (Brasilien),2,0,0
Utrecht-Tuindorp (Niederlande),2,0,0
Bad Kösen,3,0,0
später Reichstädt,2,0,0
Düsseldorf-Oberkassel,2,0,0
Freyung,2,0,0
Miraflores-Lima (Peru),2,0,0
Palma de Mallorca (Spanien),3,0,0
Zuidlaren (Niederlande),2,0,0
Schoten (Belgien),2,0,0
Staatliche Fachstelle für Büchereiwesen des Regierungsbezirkes Dresden-Bautzen,2,0,0
Oberwart (Österreich),2,0,0
Eichwald,2,0,0
später Wurzach,2,0,0
Waldfischbach,2,0,0
Barby (Elbe),2,0,0
Istanbul-Galata (Türkei),3,0,0
Schwanenstadt,2,0,0
Bolchen (Frankreich),2,0,0
später Schweinitz,2,0,0
Schirmeck (Frankreich),3,0,0
Schwarzenbek,2,0,0
später Fürstenwalde (Spree) und Biere,2,0,0
Rochlitz (Iser),2,0,0
später Mühlhausen,2,0,0
Berlin und Goslar,3,0,0
Michalovce (Slovakei),3,0,0
Sv. Martin (Slovakei),3,0,0
Kutno (Polen),2,0,0
Rönsahl,2,0,0
Chisinau (Moldavien),2,0,0
später Limbach-Oberfrohna,2,0,0
St. Niklaas-Waas (Belgien),2,0,0
Kessel-Loo-Löwen (Belgien),2,0,0
Gössnitz,5,0,0
Schraplau,2,0,0
Boudry (Schweiz),2,0,0
Weida,5,0,0
Ennigloh,2,0,0
später Hemdingen,2,0,0
Gorinchem (Niederlande),2,0,0
Novisad (Jugoslavien),2,0,0
Neu-Münchenstein (Schweiz),2,0,0
Kollnau,2,0,0
Oderberg,2,0,0
Pritzwalk (Prignitz),2,0,0
Letschin,2,0,0
Kladno (Tschechien),2,0,0
Hagerstown (USA),2,0,0
Gräfenroda,3,0,0
Wallisellen (Schweiz),2,0,0
Axelborg-Kopenhagen (Dänemark),2,0,0
später Sulz (Neckar),2,0,0
Dillingen (Saar),4,0,0
Scheveningen (Niederlande),2,0,0
später Dietmannsried,2,0,0
Darmstadt-Arheilgen,2,0,0
Bad Driburg,3,0,0
Córdoba (Spanien),2,0,0
Flöha,2,0,0
Lessines (Belgien),2,0,0
Erlenbach (Schweiz),2,0,0
Letmathe,2,0,0
Arlon (Belgien),2,0,0
Lendringsen,2,0,0
Erstein (Frankreich),2,0,0
Mazingarbe (Frankreich),2,0,0
Craiova und Bukarest (Rumänien),2,0,0
später Osnabrück,2,0,0
Ijuí (Brasilien),2,0,0
Místek (Tschechien),2,0,0
Niederschelden (Sieg),2,0,0
später Bad Saarow,2,0,0
Retz (Österreich),2,0,0
Drensteinfurt,2,0,0
Ybbs (Österreich),2,0,0
Ried,2,0,0
Beeskow,5,0,0
Cademario (Schweiz),2,0,0
Niederhasli (Schweiz),2,0,0
Stein (Österreich),2,0,0
Nizza (Frankreich),2,0,0
Clermond-Ferrand (Frankreich),2,0,0
Beslau,2,0,0
Neu-Isenburg,2,0,0
Izegem (Belgien),2,0,0
später Stutgart,2,0,0
Bergen op Zoom (Niederlande),2,0,0
Remiremont (Frankreich),2,0,0
Neustadt a.d. Weinstraße,2,0,0
Boulder (USA),2,0,0
Neumark,3,0,0
Ronsperg,2,0,0
Gotenhafen,2,0,0
später Jena,2,0,0
Lakatnik (Bulgarien),2,0,0
Tripolis (Libyen),2,0,0
Schwarzburg,3,0,0
Werther,2,0,0
Vendenheim (Frankreich),2,0,0
Ebeleben,3,0,0
Chocen (Polen),2,0,0
Haan (Rhein),2,0,0
Heldrungen (Unstrut),3,0,0
Franeker (Niederlande),2,0,0
Gräfenthal,3,0,0
Neumarkt (Rott),2,0,0
Barmen,2,0,0
Rees (Rhein),2,0,0
Mömbris,2,0,0
Dingelstedt,2,0,0
Wabern,2,0,0
Turgi (Schweiz),2,0,0
Lenk (Schweiz),2,0,0
Velthem (Niederlande),2,0,0
Lebenstedt,2,0,0
Riehen (Schweiz),2,0,0
Grenchen (Schweiz),2,0,0
Weltmode-Aktiengesellschaft Zürich und Basel (Schweiz),2,0,0
Lukowit (Bulgarien),2,0,0
Eupen,2,0,0
Sindelfingen,2,0,0
Ulflingen (Luxemburg),2,0,0
Ettelbrück (Luxemburg),3,0,0
später Fulda,2,0,0
Salzgitter,2,0,0
später Jerichow,2,0,0
Sneek (Niederlande),2,0,0
La Spezia (Italien),2,0,0
Rottenburg (Laaber),2,0,0
Schröttersburg,2,0,0
Bad Sooden-Allendorf und Bebra,2,0,0
Ludwigshafen (Rhein),2,0,0
Obersalzberg,2,0,0
Marokko),2,0,0
Lemberg und Reichenberg,2,0,0
später Marquartstein,2,0,0
später Oberlind,2,0,0
Munster-Lager,2,0,0
Naumburg (Saale) vorm. Leipzig,2,0,0
Dölzig,2,0,0
Zamosc (Polen),2,0,0
Neusalza-Spremberg,3,0,0
Delitzsch,6,0,0
Großpostwitz,2,0,0
später Kulmbach,2,0,0
Esbjerg (Dänemark),2,0,0
später M.Gladbach,2,0,0
später Arnis (Schlei),2,0,0
Wittenberge (Prignitz),2,0,0
Bedburg,2,0,0
später Kitzingen,2,0,0
Eisfeld,4,0,0
Berlin und Luzk (Ukraine),2,0,0
Oschersleben (Bode),3,0,0
Libanon),2,0,0
Tegelen (Niederlande),2,0,0
Handlová Krickerhau (Slovakei),2,0,0
Lochem (Niederlande),2,0,0
Tempelburg,2,0,0
Constanta (Rumänien),2,0,0
Resita (Rumänien),2,0,0
Ramnicul-Valcea (Rumänien),2,0,0
Siret (Rumänien),2,0,0
Targu-Mures (Rumänien),2,0,0
Büchenbronn,2,0,0
Bressanone (Italien),2,0,0
Charleroi (Belgien),3,0,0
Saalburg,2,0,0
später Hadamer,2,0,0
Nitra (Slovakei),2,0,0
Kassel und Basel,2,0,0
später Lochham,2,0,0
Nagykaroly (Ungarn),2,0,0
Luzk (Ukraine),3,0,0
Blankenfelde,3,0,0
St. Georgen,2,0,0
Vetschau,3,0,0
Kiefersfelden,2,0,0
Leipzg,2,0,0
Düsseldorf und Brüssel (Belgien),2,0,0
Markt Kolbermoor,2,0,0
Oss (Niederlande),3,0,0
Sjövegan (Norwegen),2,0,0
Petingen (Luxemburg),2,0,0
Renens (Schweiz),2,0,0
Gent (Brüssel),2,0,0
Gleisdorf (Österreich),2,0,0
Vaassen (Niederlande),2,0,0
Speicher (Schweiz),2,0,0
Mücheln,6,0,0
Trencin (Slovakei),2,0,0
Rasteberg,2,0,0
Hayingen (Frankreich),2,0,0
Poprad (Slovakei),2,0,0
Ivanovice na Hané (Tschechien),2,0,0
Varna (Bulgarien),2,0,0
Namur (Belgien),2,0,0
Tromsö (Norwegen),2,0,0
Ivrea (Italien),2,0,0
Lomnice (Tschechien),2,0,0
Kriens (Schweiz),2,0,0
Wil (Schweiz),2,0,0
Möhlin (Schweiz),2,0,0
Stryj (Ukraine),2,0,0
Quetzdölsdorf,2,0,0
Saargemünd (Frankreich),2,0,0
Geisenfeld,2,0,0
Bosanski Brod (Jugoslavien),2,0,0
Bad Mondorf (Luxemburg),2,0,0
Naarden (Niederlande),3,0,0
Campulung Muscel (Rumänien),2,0,0
Hruschau (Oder),2,0,0
s'- Gravenhage (Niederlande),2,0,0
Den Helder (Niederlande),2,0,0
Rotterdam und Utrecht (Niederlande),2,0,0
Breda (Niederlande),3,0,0
Willisau-Stadt (Schweiz),2,0,0
Coevorden (Niederlande),2,0,0
Hodsag (Ungarn),2,0,0
Lenzerheide (Schweiz),2,0,0
Seeburg (Schweiz),2,0,0
Roskilde (Dänemark),2,0,0
Lauenstein,2,0,0
Crossen,2,0,0
Wittenburg,5,0,0
Rosswein,4,0,0
Willebroek (Belgien),3,0,0
Mariestad (Schweden),2,0,0
Grodno (Polen),2,0,0
später Meran,2,0,0
Differdingen (Luxemburg),3,0,0
Bramsche,2,0,0
Judenburg (Österreich),2,0,0
Bad Salzdetfurth,2,0,0
Wasserburg (Luxemburg),2,0,0
Mittelsaida,2,0,0
Sokolka (Polen),2,0,0
Russe (Bulgarien),2,0,0
Deep 2 (Kr. Greifenberg),2,0,0
Friedrichstadt (Eider),2,0,0
Weißrussland),4,0,0
Hamburg und Uman (Ukraine),2,0,0
Hausham,2,0,0
